title,category,address,city,neighborhood,latitude,longitude,rating,reviews_count,phone,permanently_closed,scraped_at
খান বাড়ি (শহিদ /মতি /ওয়াহিদ (,Apartment building,"VGXG+52R, Digholia, Bangladesh",,,22.897981,89.5250249,,,,False,2026-01-11T16:17:59.198Z
আমান ম্যানশন,Apartment building,"WG46+4PG, Khulna, Bangladesh",,,22.9053607,89.5118568,,,,False,2026-01-11T16:17:58.518Z
Sazzad Shihab Xudlingpong,Apartment building,"VGX2+9V7, Khulna 9203, Bangladesh",,,22.8982092,89.5025867,5.0,1.0,,False,2026-01-11T16:17:56.274Z
জাত ছোটলোক,Apartment building,"WG34+WMP, Khulna, Bangladesh",,,22.9048278,89.5067123,1.0,1.0,,False,2026-01-11T16:18:00.554Z
ISM Home,Apartment building,"VGX5+G99, Khulna - Jessore - Dhaka Hwy, Khulna, Bangladesh",,,22.8983528,89.5083508,,,,False,2026-01-11T16:17:58.824Z
Nilachol- The Engineer's Arena,Apartment building,"VGX6+F3M, Khulna, Bangladesh",,,22.898707,89.510186,,,,False,2026-01-11T16:17:59.688Z
Habiba,Apartment building,"VGXC+HQP সেহাটি মদিনা সরজিদ, Digholia, Bangladesh",,,22.8989686,89.5219429,,,,False,2026-01-11T16:17:58.660Z
Sopnonir Building,Apartment building,"VGX4+5W4, KUET Main Rd, Khulna, Bangladesh",,,22.8978847,89.5073334,,,,False,2026-01-11T16:18:00.084Z
"Government Brajalal College, Khulna",College,"Kashipur, B.L. College Rd, Khulna, Bangladesh",Khulna,Daulatpur,22.8676902,89.5292425,4.6,1153.0,+880 1951-691635,False,2026-01-11T16:17:54.978Z
Protiva Jubo Sangha,Club,"Khulna, Bangladesh",Khulna,Shiromoni,22.9113519,89.5015118,3.0,2.0,+880 1628-620168,False,2026-01-11T16:17:38.396Z
Sami's Biology,Education center,"VGW2+MR4, Khulna, Bangladesh",Khulna,Teligati,22.8966325,89.5020861,5.0,2.0,,False,2026-01-11T16:18:04.199Z
JULIA HOUSE,Apartment building,"WG33+63C, Khulna 9203, Bangladesh",,,22.9032635,89.5036307,,,,False,2026-01-11T16:18:01.193Z
"Khalishpur, Lal Hospital",General hospital,"VG7H+2W7, Khulna, Bangladesh",Khulna,Daulatpur,22.8625392,89.529811,,,,False,2026-01-11T16:18:05.405Z
Razu store,Adult entertainment store,"WG86+WQ8, Gilatala Paul Para Rd, Khulna, Bangladesh",Khulna,Gilatala,22.9172769,89.5119637,5.0,1.0,+880 1845-546934,False,2026-01-11T16:18:06.613Z
Changer Coaching center,Education center,"WG73+8F6, Khulna, Bangladesh",Khulna,Gilatala,22.9132857,89.5036428,3.0,2.0,+880 1920-978087,False,2026-01-11T16:18:05.344Z
"Hindu Marriage Registry Office, Dighalia.",Local government office,"VGXC+XQ2 Moral market, Digholia, Bangladesh",Digholia,,22.8998876,89.5218753,5.0,1.0,+880 1952-989598,False,2026-01-11T16:18:06.344Z
Fulbari Gate Town Sub Post Office,Post office,"WG35+H9Q, Khulna - Jessore - Dhaka Hwy, Khulna, Bangladesh",,,22.9039666,89.5084529,,,,False,2026-01-11T16:18:06.680Z
Laboratory School Playground,Playground,"VFXX+75Q, KUET Rd, Khulna, Bangladesh",Khulna,Teligati,22.8982033,89.4979887,,,,False,2026-01-11T16:18:06.520Z
Telecom Training Centres (TTC),Training center,"WG57+QXJ, Khulna, Bangladesh",Khulna,Mirerdanga,22.9094517,89.514888,4.3,3.0,,False,2026-01-11T16:18:06.572Z
"RRF barrack,Khulna.",Government office,"WG36+G24, Khulna, Bangladesh",Khulna,Mirerdanga,22.9037629,89.5100814,,,,False,2026-01-11T16:18:07.311Z
হালিমা স্টোর Halima Store,Cafe,"VGC7+W5F, Satkhira Rd, Khulna, Bangladesh",Khulna,Daulatpur,22.8723007,89.5129364,,,,False,2026-01-11T16:18:08.459Z
অস্থায়ী লোকেশন,Apartment building,"VGH5+Q4X, Khulna, Bangladesh",,,22.8795111,89.507735,5.0,1.0,,False,2026-01-11T16:18:09.322Z
BES Engr quarter Khulna Rupsha Khulna.,Apartment building,"VF9X+67, Khulna, Bangladesh",,,22.8680072,89.4981698,,,,False,2026-01-11T16:18:09.182Z
সুফিয়া কুটির,Apartment building,"VGH6+6X9 সুফিয়া কুটির। ২৫ পশ্চিম বানিয়া খামার ক্রস রোড। বসুপাড়া বাঁশতলা, Khulna, Bangladesh",,,22.8780372,89.5124931,,,,False,2026-01-11T16:18:09.124Z
Lavlu uncle house,Apartment building,"VGH6+6X9, Cross Rd, Khulna, Bangladesh",,,22.8780372,89.5124931,,,,False,2026-01-11T16:18:09.177Z
Cottage Garden.( warner-Rabiya Bagom),Apartment building,"VFCX+RPV, Satkhira Rd, Khulna, Bangladesh",,,22.8721155,89.4992963,,,,False,2026-01-11T16:18:10.311Z
আমির আলী,Apartment building,"VGH6+6X9 বয়রা, Cross Rd, Khulna, Bangladesh",,,22.8780372,89.5124931,,,,False,2026-01-11T16:18:09.856Z
